OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
69666,7-ELEVEN #40587,SR-21 & FM-150,Maxwell,TX,595,3.15233333,29.881897,-97.7956423
69671,LOVES TRAVEL STOP #655,US-83 & SR-96,Scott City,KS,525,3.63733333,38.4825192,-100.907094
69672,STRIPES 7FLEET #42507,US-285,Pecos,TX,710,3.379,30.8947643,-102.8986986
69679,LOVES TRAVEL STOP #627,US-27 & SR-54,Davenport,FL,140,3.55233333,28.1614046,-81.6017417
69683,GOOD TO GO #88,"I-55, EXIT 283",Chicago,IL,291,3.619,41.8774134,-87.6243099
69686,CASEYS #3472,SR-125 & SR-78,Virginia,IL,368,3.759,39.9511595,-90.2123427
69687,CASEYS #3470,US-421 & SR-16,Monon,IN,375,3.779,40.8630369,-86.8793079
69688,CASEYS #3431,US-150 & SR-54,Farmer City,IL,368,3.339,40.2433676,-88.6425668
69694,MAVERIK COUNTRY STORE #533,US-91 & SR-101,Wellsville                              ,UT,835,3.444,41.6385432,-111.933834
69701,PUMP & PANTRY #48,US-30 & SR-25,Fremont,NE,486,3.319,41.4338363,-96.4960449
69708,TA Express #289,US-59,Nacogdoches,TX,618,3.139,31.6680761,-94.674062
69709,LOVES TRAVEL STOP #626,US-287,Dumas,TX,585,3.41566666,35.8378392,-101.9732155
69720,PILOT #1046,US-27 & SR-80,South Bay,FL,176,3.799,26.6639559,-80.7161701
69721,MFA,US-36,Brookfield                              ,MO,276,3.249,39.7717925,-93.0722843
69723,SPEEDWAY #5036,I-90 & US-20,Hampshire,IL,293,3.369,42.0978028,-88.5303643
69727,PETRO-CARD 24 #910880,SR-6/13,Gallatin,MO,276,3.299,39.923205,-93.9573522
69729,MFA OIL,US-63 & HWY E,Queen City,MO,494,3.249,40.4091966,-92.5676916
69732,PETRO-CARD 24 #911043,US-65,Sedalia                                 ,MO,392,3.249,38.7012477,-93.2505392
69735,PETRO-CARD 24 #910200,US-65 & BUS US-36,Chillicothe,MO,276,3.289,39.7948749,-93.5532779
69742,LOVES TRAVEL STOP #630,US-412/64,Enid,OK,337,3.78733333,36.3910368,-97.9716014
69743,LOVES TRAVEL STOP #647,US-81,Belleville,KS,523,3.81566666,39.8202177,-97.6405379
69744,LOVES TRAVEL STOP #632,US-54 & US-83,Liberal,KS,585,3.66566666,37.0398062,-100.9222517
69747,SUNOCO,I-69 & YS HWY 30,Fort Wayne,IN,370,3.604,41.0799898,-85.1386015
69748,SUNOCO,SR-930 E,Fort Wayne                              ,IN,370,3.59733333,41.1212362,-85.1857788
69751,MFA,CR-37,Purdy,MO,416,3.349,36.8248986,-93.9226558
69764,MAVERIK COUNTRY STORE #538,I-15 & SR-99,Fillmore,UT,835,3.38733333,38.9688118,-112.323587
69782,BYRNE DAIRY #14,SR-414 & SR-318,Waterloo,NY,190,3.999,42.9046933,-76.8627887
69784,KWIK TRIP #158,US-10 & SR-23,Saint Cloud,MN,451,3.27733333,45.5616075,-94.1642004
69785,LOVES TRAVEL STOP #662,US-287 & SR-285,Quanah,TX,585,3.849,34.2937246,-99.7423674
69789,LOVES TRAVEL STOP #620,US-301 & SR-20,Hawthorne,FL,140,3.789,29.5918856,-82.0869578
69791,PILOT #1083,US-287 & US-54,Stratford,TX,585,3.499,36.3361403,-102.072119
69797,KWIK TRIP #149,US-10,Saint Cloud,MN,451,3.21066666,45.5431875,-94.1115427
69798,LOVES TRAVEL STOP #060,US-36 & US-283,Norton,KS,525,3.109,39.7944702,-99.9100033
69800,MAVERIK COUNTRY STORE #502,US-385 & SR-2,Alliance,NE,795,3.259,42.0971897,-102.8707145
69811,Chisholm Corner #16,US-81 & SR-7,Marlow,OK,569,3.01566666,34.6477329,-97.9579447
69814,Allsup's #2454,US-87 & SR-163,Sterling City                           ,TX,612,3.224,31.8384837,-100.9850761
69818,LOVES TRAVEL STOP #675,US-75,Okmulgee,OK,560,3.21733333,35.6917812,-95.9755158
69819,FLYING J #1086,SR-18 & SR-5,Marion,IN,457,3.489,40.5583739,-85.6591442
69820,CUBBYS #304,SR-7,Manson                                  ,IA,319,3.299,42.5291439,-94.5341421
69823,LOVES TRAVEL STOP #664,US-41,Terre Haute,IN,375,3.949,39.5172592,-87.4069558
69824,LOVES TRAVEL STOP #663,US-190 & LA-103,Port Barre,LA,730,3.124,30.5601953,-91.9540055
69825,KWIK TRIP #154,MN-15,Sauk Rapids,MN,451,3.30233333,45.5997726,-94.1875816
69833,LOVES TRAVEL STOP #658,US-412,Watts,OK,416,3.34733333,36.1092487,-94.5702202
69835,LOVES TRAVEL STOP #653,US-287   ,Eads,CO,800,3.47566666,38.4770892,-102.7700295
69845,Maverik Country Store #5013,US-40 & SR-13,Craig,CO,800,3.459,40.5152491,-107.5464541
69847,KWIK STAR #145,US-52,Guttenberg,IA,335,3.599,42.7980608,-91.1089386
69848,KWIK TRIP #173,SR-17,Rhinelander,WI,395,3.45233333,45.636623,-89.412075
69851,SPEEDWAY #3995,I-90,Belvidere,IL,293,3.849,42.2336489,-88.7942622
69855,LOVES TRAVEL STOP #670,US-18,Floyd,IA,433,3.649,43.0387465,-92.672603
69858,TEX-BEST #528,US-181,Elmendorf                               ,TX,740,2.89233333,29.2270532,-98.2421841
69865,7-ELEVEN #40036,SR-33 & SR-632,Lanexa,VA,180,3.659,37.4237573,-76.9010753
69875,LOVES TRAVEL STOP #680,US-81,Norfolk,NE,470,3.31566666,42.0088135,-97.4265172
69877,LOVES TRAVEL STOP #669,US-61 & SR-19,New London,MO,345,3.23566666,39.5853222,-91.4009835
69878,SPEEDWAY #7412,SR-83 & SR-19,Bensenville,IL,293,3.379,41.9538384,-87.9431781
69882,SPEEDWAY #7103,US-43,Lawrenceburg,TN,460,3.574,35.2766919,-87.317152
69885,BELL STORES #146,SR-43 & SR-183,Malvern                                 ,OH,249,3.579,40.6917271,-81.1812148
69887,CIRCLE K #2701869,SR-21 & SR-307,Savannah,GA,195,3.11566666,32.0790074,-81.0921335
69888,OASIS STOP N GO #17,US-30,Twin Falls,ID,787,3.699,42.5527214,-114.4676572
69892,MAVERIK COUNTRY STORE #547,US-26,Casper,WY,790,3.18566666,42.8567237,-106.2923504
69894,Circle K #2746446,US-2,Williston,ND,452,4.04233333,48.1555964,-103.6489725
69903,LOVES TRAVEL STOP #642,US-60 & US-385,Hereford,TX,585,3.41566666,34.8245521,-102.398778
69904,LOVES TRAVEL STOP #695,US-54/400,Cunningham,KS,570,3.65733333,37.64534,-98.439199
69906,LOVES TRAVEL STOP #692,US-169 & SR-39,Chanute,KS,570,3.27566666,37.6816841,-95.4517985
69907,STRIPES #41023,SR-358 & FM-665,Corpus Christi,TX,625,3.07066666,27.7635302,-97.4033191
69913,ROSS FUEL CENTER,US-60/US-67,Poplar Bluff,MO,275,3.49066666,36.7819384,-90.4529248
69923,Circle K #2741821,FM 471 & SR 211,San Antonio                             ,TX,740,3.03233333,29.4246002,-98.4951405
69928,KUM & GO #1837,SR-51,Broken Arrow,OK,560,3.05233333,36.0594192,-95.7745992
69929,PETES #14,US-69/SR 7,Fort Scott,KS,307,3.199,37.8214112,-94.7041248
69932,CIRCLE K #2741847,SR-16,San Antonio,TX,740,3.07233333,29.4246002,-98.4951405
69936,LOVES TRAVEL STOP #683,US-27,Moore Haven,FL,176,3.789,26.8330604,-81.0888813
69938,MAVERIK COUNTRY STORE #388,US-60 & SR-77,Show Low                                ,AZ,930,3.229,34.2542084,-110.029832
69943,ASAP GENERAL STORE #313,US-81,Duncan,OK,483,3.13233333,34.4679931,-97.973849
69945,BP,"I-465, EXIT 49",Indianapolis,IN,375,3.799,39.7192759,-86.0504806
69949,THE CROSSING TRAVEL MARK,US-83 & SR-153,Winters,TX,575,3.04066666,31.9576897,-99.9628254
69962,LUFKIN TRAVEL PLAZA,US-59 & CR-819,Lufkin,TX,618,2.81566666,31.3386242,-94.7288558
69963,7 CLANS RED ROCK GASINO,US-177,Red Rock,OK,500,3.089,36.4592083,-97.1789322
69975,LOVES TRAVEL STOP #703,US-50,South Hutchinson,KS,570,3.30066666,38.0130845,-97.9400953
69977,KWIK TRIP #855,US-12,Baraboo,WI,420,3.11566666,43.4703887,-89.7761675
69978,LOVES TRAVEL STOP #678,US-271,Paris,TX,630,3.36566666,33.6680559,-95.5119026
69980,RUTTERS #70,SR-896 & SR-741,Strasburg,PA,208,4.199,39.9831559,-76.1841226
69981,RANCHLAND GAS STATION,US-82,Benjamin                                ,TX,770,3.299,33.5840549,-99.7884445
69982,RUTTERS #68,US-422 & SR-934,Annville                                ,PA,70,4.299,40.3295901,-76.515226
69983,MICKEY MART #57,US-250,Strasburg,OH,249,3.49233333,40.5926408,-81.5259937
69986,YESWAY #1061,US-180 & SR-137,Lamesa,TX,612,3.099,32.7357287,-101.9550202
69991,WA SHE SHU TRAVEL PLAZA,US-395,Gardnerville,NV,966,3.699,38.9393795,-119.7449509
69992,KWIK TRIP #120,SR-15 & CR-4,Saint Cloud,MN,451,3.27733333,45.5616075,-94.1642004
69993,CEFCO #99,US-290,Giddings,TX,595,3.159,30.1807067,-96.9251793
69996,YESWAY #1078,US-83 & SR-153,Winters,TX,575,2.999,31.9576897,-99.9628254
69998,CASEYS #3604,US-75,Hinton,IA,527,3.299,42.6272529,-96.2917422
70001,LOVES TRAVEL STOP #690,US-23,Circleville,OH,315,3.789,39.6107189,-82.9491811
70002,LOVES TRAVEL STOP #699,US-49,Magee,MS,620,3.60733333,31.9114605,-89.793846
70004,SPEEDWAY #7775,US-23 & CR-192,Delaware,OH,315,3.619,40.2317686,-82.9651045
70009,KWIK TRIP #661,SR-69 & BUS-11,Monroe,WI,420,3.36233333,43.9416755,-90.6397264
70010,Kwik Star #567,US-65 & SR-3,Hampton,IA,565,3.504,42.7424776,-93.2080861
70017,PACIFIC PRIDE,I-79 & US-19,Morgantown                              ,WV,430,3.459,39.6296809,-79.9559437
70022,SHEETZ #583,US-322 & SR-655,Reedsville,PA,14,3.41566666,40.6542275,-77.601681
70025,SPEEDWAY #6245,SR-43,Carrollton,OH,249,3.559,40.5746512,-81.0896871
70031,SPEEDWAY #8020,US-30,Upper Sandusky,OH,550,3.799,40.8307485,-83.290105
70032,Kwik Star #569,US-20,Waterloo,IA,565,3.574,42.46025,-92.4113471
70033,KWIK TRIP #111,SR-36 & CR-15,Stillwater,MN,448,3.54066666,45.0559126,-92.807572
70036,Speedway #3994,SR-38 & CR-21,West Chicago,IL,293,3.599,41.8847507,-88.2039607
70038,SPEEDWAY #1830,US-31,Grand Haven,MI,456,3.899,43.0435149,-86.2203866
70039,TEX-BEST #527,SR-162 & SR-16,Jourdanton                              ,TX,747,2.92066666,28.9180294,-98.5464069
70042,Kwik Star #103,US-65,Iowa Falls,IA,565,3.374,42.5078569,-93.2623827
70050,KWIK TRIP #124,US-51,De Forest,WI,420,3.23566666,44.2534668,-88.277038
70054,KWIK TRIP #976,CR-241 & CR-ZZ,Oak Creek,WI,444,3.579,42.898729,-87.9177966
70058,KWIK TRIP #590,CR-4 & CR-22,Rochester,MN,515,3.624,44.0234387,-92.4630182
70062,KWIK TRIP #970,SR-164 & SR-59,Waukesha,WI,444,3.53233333,43.0622536,-88.3123889
70063,QUICK FUEL #2206,US-41,Marietta,GA,18,3.519,33.9573342,-84.524766
70066,KWIK TRIP #957,US-18 & CR-PD,Madison                                 ,WI,420,3.604,43.07469,-89.3841663
70075,KWIK TRIP #815,US-63 & SR-48,Cumberland,WI,295,3.624,45.5332856,-92.0214764
70078,KWIK TRIP #573,I-94 & CR-EE,Eau Claire,WI,295,3.399,44.811349,-91.4984941
70079,PILOT #1118,US-60,Clovis,NM,593,4.079,34.4007871,-103.2158863
70080,FLYING J #1117,SR-25,Rochester,IN,370,3.859,41.06438,-86.2064216
70081,PILOT EXPRESS #1032,SR-7,Steubenville,OH,249,3.629,40.3519803,-80.6185411
70082,KWIK TRIP #588,US-51 & SR-70,Woodruff,WI,395,3.09566666,45.8590476,-89.6117528
70083,KWIK TRIP #596,US-14,Black Earth,WI,420,3.444,43.1416681,-89.7433312
70087,PILOT EXPRESS  #1098,"I-95, EXIT 14",Newark,NJ,105,3.999,40.7125731,-74.14321
70088,KWIK TRIP #138,SR-13,Park Falls,WI,395,3.14733333,45.9338249,-90.4517454
70096,LOVES TRAVEL STOP #661,US-65 & SR-81,Pine Bluff,AR,695,3.319,34.2228884,-92.004334
70097,KWIK TRIP #112,SR-32 & SR-23,Sheboygan Falls,WI,444,3.29233333,43.7288923,-87.8114097
70098,KWIK TRIP #110,US-2,Ashland,WI,334,3.699,46.5856522,-90.8992583
70108,RICKY ROCKETS FUEL CENTER,SR-50 & SR-83,Midlothian,IL,291,3.199,41.6253116,-87.7175491
70118,SPEEDWAY #7118,US-41,Smyrna,TN,460,3.01566666,35.9634793,-86.5021296
70122,Circle K #2709301,SR-67,Decatur,AL,615,3.899,34.5991885,-86.9611756
70124,TA Express Lamar,US-50/385,Lamar,CO,525,3.439,38.0931346,-102.6197433
70127,SPEEDWAY #2929,"US-22, US-119",New Alexandria,PA,165,3.97233333,40.3997569,-79.4186048
70136,FUEL CITY SAGINAW,CR-156,Fort Worth,TX,630,2.96566666,32.8508128,-97.3058577
70140,CASEYS #3593,SR-7 & US-50,North Vernon,IN,375,3.59233333,39.006165,-85.6235796
70145,MAVERIK COUNTRY STORE #578,US-26 & US-91,Idaho Falls,ID,825,3.40233333,43.4887907,-112.03628
70154,Stinker,"US-34, CR-56",Kersey,CO,800,3.499,40.3919984,-104.6053606
70156,MAVERIK COUNTRY STORE #348,"US-91, SR-130",Cedar City,UT,791,3.45233333,37.6907851,-113.0619779
70157,LOVES TRAVEL STOP #702,US-63,Waterloo,IA,565,3.769,42.4413859,-92.4219954
70159,LOVES TRAVEL STOP #717,US-460 & SR-156,Disputanta,VA,180,3.56233333,37.1237095,-77.2241782
70160,COMMON CENTS #212,I-90 & SR-337,Sheridan,WY,836,3.56066666,44.7947537,-106.8222688
70162,PILOT #1049,US-58,Suffolk,VA,130,3.899,36.6425377,-76.8850677
70168,KWIK TRIP #575,CR-75,Saint Joseph,MN,451,3.30233333,45.5676368,-94.3224896
70169,ROCKING Oil,SR-21,Caldwell,TX,670,3.099,29.8831475,-97.6790838
70171,CITGO HERITAGE RIDGE,US-151 & SR-26,Waupun,WI,582,3.14733333,43.633216,-88.7296352
70172,MACH 1 #3,I-57 & SR-14,Benton,IL,540,3.599,37.9967163,-88.9200685
70176,MAVERIK COUNTRY STORE #565,I-84,Boise,ID,785,3.39566666,43.5345083,-116.1554597
70177,MAVERIK COUNTRY STORE #497,US-160 & SR-145,Cortez,CO,614,3.41566666,37.3494528,-108.584073
70182,SHELL,US-169,Blue Earth,MN,425,3.299,44.1555989,-94.0301048
70183,PILOT # 1134,US-285 & CR-652,Orla,TX,593,3.759,31.8250149,-103.9090099
70187,PILOT # 1146,I-20 & SR-17,Pecos,TX,710,3.46566666,30.7857437,-102.8065415
70189,HUDSON IRVING 24,SR-3A,Hudson,NH,34,3.799,42.7350242,-71.4269289
70208,GOLDEN GATE PETRO,SR-648,Sparks,NV,966,3.98566666,39.5276461,-119.7775974
70214,RACETRAC #688,I-20 & SR-6,Lithia Springs,GA,18,2.97233333,33.7797505,-84.6506401
70216,PILOT TRAVEL CENTER #1110,I-25 & SR-105,Monument,CO,803,3.639,39.0916586,-104.872758
70218,LOVES TRAVEL STOP #725,I-69 & SR-260,Hanson,KY,490,3.599,37.4172671,-87.4808336
70219,LOVES TRAVEL STOP #709,US-59 & SR-116,Lufkin,TX,610,3.649,31.3386242,-94.7288558
70221,PILOT #1092,CR-70 E,Cedar Rapids,IA,380,3.779,41.9798109,-91.6041494
70222,GOOD TO GO #45,"US-52 & SR-55, SR-18",Fowler,IN,375,3.699,40.6174704,-87.323732
70225,Union 76 Pilot,US-130,Riverton,NJ,105,3.999,40.0115009,-75.0148931
70239,GOOD 2 GO #717,"I-25, EXIT 145",Colorado Springs,CO,803,3.479,38.7922967,-104.7028483
70241,MAVERIK COUNTRY STORE #460,SR-88,Minden,NV,966,3.52566666,38.9555116,-119.7793906
70243,CASEYS #4415,US-68 & US-31W /SR-526,Bowling Green,KY,460,2.999,36.9929203,-86.4428677
70245,YESWAY #1168,US-287 & CR-368,Iowa Park,TX,770,2.889,33.9618,-98.6708437
70246,7-Eleven #37565,SR-944 & SR-9,Miami,FL,95,3.249,25.7741566,-80.1935973
70249,Caseys #4466,US-231 & SR-100,Scottsville,KY,460,3.31233333,36.7533781,-86.1905424
70251,Marathon,SR-42 & US-49,Hattiesburg,MS,620,3.03233333,31.3271189,-89.2903392
70254,LOVES TRAVEL STOP #732,I-70 & CR-829,Abilene,KS,523,3.76233333,38.917252,-97.21377
70255,J&H  FAMILY STORE #152,SR-55,Cadillac,MI,344,3.259,44.282221,-85.3970028
70256,PILOT TRAVEL CENTER #1128,SR-60,Bartow,FL,140,3.599,27.9040808,-81.8396865
70257,LOVES TRAVEL STOP #739,I-2,Donna,TX,639,3.649,26.1861937,-98.0859737
70258,CASEYS #3677,US-59 & SR-30,Slayton,MN,530,3.299,43.987742,-95.755846
70262,ASAP GENERAL STORE #332,US-70 & US-377,Madill,OK,569,3.01566666,34.0902508,-96.7715618
70263,ENMARKET #769,US-301,Statesboro,GA,195,3.699,32.4444477,-81.7838841
70265,Speedee Mart # 2875,I-80 & CR-238,Milford,NE,413,3.43233333,40.774192,-97.0518459
70266,PILOT #1161,I-20,Odessa,TX,710,3.56566666,31.8593275,-102.3116673
70268,CASEYS #3396,SR-92 & SR-149,Sigourney,IA,380,3.36233333,41.3330944,-92.2049364
70270,CASEYS #3685,US-50/US400  & SR-25,Lakin,KS,525,3.19233333,37.9442049,-101.263225
70271,CASEYS #1160,US-20,Plainview,NE,470,3.229,42.350792,-97.7941489
70274,Kwik Star #920,US-18 & US-69,Garner,IA,433,3.399,43.102147,-93.6020069
70276,STAR EXPRESS #5,US-301 & SR-648,Petersburg,VA,180,3.049,37.227928,-77.4019268
70279,KWIK TRIP #926,SR-19 & SR-21,New Prague,MN,448,3.29066666,44.5433331,-93.5760445
70283,SPEEDWAY #3996,US-12 & SR-120,Round Lake,IL,293,3.399,42.353355,-88.0934145
70285,IRVING MAINWAY,SR-16 E,Dover Foxcroft,ME,170,3.86566666,45.1867218,-69.1700432
70286,ROBINSONS IRVING,SR-7,Corinna,ME,170,3.93233333,44.8708287,-69.2829955
70287,LOVES TRAVEL STOP #710,US-31 & SR 28,Tipton,IN,457,3.84733333,40.2899154,-86.058442
70292,FLYING J #1171,I-15,Mesquite,NV,910,3.70566666,36.8040517,-114.1049077
70293,KWIK TRIP #922,US-8,Cameron,WI,295,3.664,45.40851,-91.7297456
70295,SPEEDWAY #8080,I-69 & US-20,Angola,IN,465,3.599,41.634874,-84.99928
70296,MAVERIK COUNTRY STORE #573,SR-68 & SR-154,Riverton,UT,835,3.13566666,40.5179761,-111.9393701
70297,KWIK STAR #509,SR-169 & BUS-20,Fort Dodge,IA,433,3.20233333,42.5044017,-94.1910044
70300,PILOT #1194,I-10 & US-60,Phoenix,AZ,930,6.039,33.4484367,-112.074141
70301,GOLDEN GATE TRUCKSTOP,I-80 & SR-535,Elko,NV,787,3.599,41.1958128,-115.3272864
70302,KWIK TRIP #117,CR-9 & CR-4,Duluth,MN,334,3.499,46.7838287,-92.1052679
70303,Kwik Star #1004,US-63,Waterloo,IA,565,3.574,42.4413859,-92.4219954
70305,LOVES TRAVEL STOP #737,I-40/US-270,El Reno,OK,483,3.344,35.5100037,-97.9741968
70306,KWIK STAR #1001,US-6,Newton,IA,320,3.249,41.6991597,-93.0339024
70309,PILOT #1165,SR-18 & SR-128,Jal,NM,593,3.36566666,32.112125,-103.1934615
70310,LANCASTER CONVENIENCE,US-2 & US-70,Lancaster,MA,34,3.70566666,42.4431437,-71.6852823
70311,RACING MART,SR-8,Adams,MA,215,3.699,42.6209431,-73.1204129
70314,CASEYS #2721,US-34,Lincoln,NE,413,3.3365,40.8133604,-96.653619
70321,PILOT TRAVEL CENTER #1132,SR-171 & SR-78,Brawley,CA,900,4.759,32.9786566,-115.530267
70322,INDIAN HILL IRVING,SR 6,Greenville,ME,170,3.86566666,45.458955,-69.5916835
70324,LOVES TRAVEL STOP #729,CR-17 & US-20,Goshen,IN,465,3.72233333,41.5850394,-85.8344491
70328,Thorntons #7,US-12 & US-45,Franklin Park,IL,290,3.329,41.9353084,-87.865618
70329,1 STOP TRAVEL PLAZA,US-14 & US-83,Pierre,SD,571,3.38233333,44.3683644,-100.351136
70334,KWIK TRIP #1021,SR-11 & CR-E,Brodhead,WI,420,3.41566666,42.6197428,-89.376795
70340,PIT STOP,SR-53 & SR-74,Joliet,IL,399,3.499,41.5263603,-88.0840212
70341,LOVES TRAVEL STOP #741,US-29,Reidsville,NC,65,3.999,36.3273048,-79.6431761
70344,KWIK TRIP #928,US-169,Princeton,MN,451,3.399,45.5891214,-93.6005407
70349,WEIGELS #90,SR-139 & SR-66,Kodak,TN,405,3.199,35.9745323,-83.6268396
70350,CIRCLE K #2741859,CR-802,Brownsville,TX,665,3.029,25.9328446,-97.4746222
70351,MAVERIK COUNTRY STORE #606,US-91,Franklin,ID,825,3.579,42.0828359,-111.8666544
70352,KWIK TRIP #1019,CR-5 & SR-65,Isanti,MN,448,3.474,45.5693224,-93.326521
70357,Certified Oil #400489,"I-71, EXIT 104",Columbus,OH,315,3.409,39.9991823,-82.9025691
70358,FOOD N FUEL #25,SR-15 & US-12,Milbank,SD,248,3.369,45.219131,-96.635617
70361,MAVERIK COUNTRY STORE #599,US-89 & CR-122,Thayne,WY,825,3.669,42.9208143,-111.002469
70366,FAST STOP,US-41,Escanaba,MI,360,3.399,45.7457375,-87.106295
70371,KENT KWIK #440,US-277,Haskell,TX,575,3.539,33.1613357,-99.7280116
70373,KWIK TRIP #791,US-45 & SR-54,New London,WI,582,3.484,44.3927581,-88.7398255
70374,LOVES TRAVEL STOP #746,I-72 & SR-121,Decatur,IL,280,3.449,39.8454163,-88.9524151
70375,QUIKTRIP #1853,US-81,Decatur,TX,630,2.899,33.2296719,-97.5943669
70376,QUIKTRIP #1935,SR-183,Dallas,TX,630,2.97566666,32.8772756,-96.6134998
70377,WEIGELS #81,I-81 & SR-32,Morristown,TN,405,3.259,36.2139814,-83.2948923
70379,SPEEDWAY #7209,US-411 & SR-20,Cartersville,GA,18,3.11566666,34.1652304,-84.7997613
70383,SPEEDWAY #4400,I-10 & SR-59,Loxley,AL,715,3.28233333,30.6182476,-87.7530454
70385,LONGHORN EXPRESS,US-70,Ardmore,OK,253,3.009,34.1465181,-97.1557721
70389,PILOT #1145,SR-191,Midland,TX,710,3.56566666,32.0193559,-102.0582166
70390,FLYING J #1206,SR-302 & CR-313,Kermit,TX,710,3.25566666,31.8578999,-103.0932149
70404,MAVERIK COUNTRY STORE #602,"I-25 EXIT, 138",Colorado Springs,CO,803,3.289,38.7922335,-104.6984674
70405,LOVES TRAVEL STOP #760,SR-18 & SR-234,Eunice,NM,593,3.329,32.4388224,-103.159002
70406,LOVES TRAVEL STOP #754,SR-251,Rochelle,IL,520,3.749,41.9017711,-89.0683773
70410,SPEEDWAY #4107,I-285 & US-78,Stone Mountain,GA,18,3.529,33.8062166,-84.1457505
70411,MARATHON,SR-72,Elberton,GA,16,3.899,34.1165054,-82.8735803
70413,CASEYS #3782,US-169 & SR-2,Mount Ayr,IA,320,3.164,40.7145873,-94.2381367
70416,ALLSUPS CONVENIENCE STORE #2361,US-54 & US-287,Stratford,TX,585,2.95733333,36.3361403,-102.072119
70417,CASEYS #3434,US-63,Denver,IA,565,3.499,42.6680198,-92.344338
70420,Circle K #2709302,SR-67,Decatur,AL,615,3.50733333,34.5991885,-86.9611756
70421,CASEYS #3581,US-62/US-67,Corning,AR,695,3.28233333,36.4114687,-90.6054935
70422,CIRCLE K #2741675,"I-10, EXIT 134",Tolleson,AZ,930,3.519,33.4624821,-112.2372306
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.649,42.0978028,-88.5303643
70426,BISHOPS TRAVEL CENTER,US-27,Attapulgus,GA,20,3.699,30.7495931,-84.4838714
70427,PARKERS #64 (DISCOUNT AVAILABLE),SR-307,Savannah,GA,195,3.03233333,32.0790074,-81.0921335
70428,PARKERS #63 (DISCOUNT AVAILABLE),US-301,Jesup,GA,195,3.11566666,31.5863184,-81.8755741
70429,BP,SR-76,Adel,GA,10,2.969,31.1369905,-83.441339
70430,SPRINT FOODS #715,I-520 & SR-56,Augusta,GA,135,3.19233333,33.4709714,-81.9748429
70434,HUCKS FOOD & FUEL #371,SR-148 & SR-142,Mount Vernon,IL,340,3.099,38.3172715,-88.9031201
70436,CASEYS #3492,US-36,Marysville,KS,413,3.299,39.8417647,-96.5996483
70438,BREAU BRIDGE TRUCKSTOP AND CASINO,SR-94,Breaux Bridge,LA,730,3.229,30.2830549,-91.908047
70439,CHEVRON,I-20 & SR-151,Arcadia,LA,590,3.189,32.5489683,-92.9217754
70440,MOUND MINI MART,I-696,Warren,MI,325,3.699,42.4913511,-83.063485
70441,BREAK TIME #3165,US-50 & SR-13,Warrensburg,MO,400,3.29233333,38.7624373,-93.7409596
70442,GOLDEN GATE PETRO,I-580 & US-50,Carson City,NV,966,3.599,39.1663259,-119.7670374
70445,CASEYS #3514,SR-1,Oakes,ND,341,3.38233333,46.138579,-98.090379
70446,ALLSUPS CONVENIENCE STORE #2220,US-285,Loving,NM,640,3.599,32.2828481,-104.1010404
70450,QUEENSBURY,SR-149,Queensbury,NY,12,3.789,43.3615106,-73.7012991
70454,DANDY MINI MART #36,US-220,Monroeton,PA,200,4.03233333,41.7123264,-76.4698333
70456,RUTTERS #67,SR-16 & SR-75,Mercersburg,PA,70,4.399,39.8282214,-77.9037226
70458,STOP-A MINIT,US-25 & SR-418,Pelzer,SC,30,2.899,34.6423372,-82.4559598
70459,GET N GO #22,I-90 & SR-115,Sioux Falls,SD,530,2.939,43.5476008,-96.7293629
70460,ALLSUPS CONVENIENCE STORE #2371,US-87,San Angelo,TX,612,3.20566666,31.4238394,-100.4160415
70463,CIRCLE K #2741496,US-290,Chappell Hill,TX,670,2.999,30.137918,-96.2738341
70464,GOLDEN GATE PETEROLEUM 24 RD,US-6,Grand Junction,CO,810,3.539,39.0841774,-108.5922893
70468,CIRCLE K #2741325,I-14 & SR-121,Belton,TX,765,2.88566666,31.0560132,-97.464453
70469,TA EXPRESS #286,I-30 & SR-423,Mount Vernon,TX,637,3.299,33.1890841,-95.2214564
70472,SHELL/ONE9 #1304,I-820 & CR-156,Fort Worth,TX,630,2.89233333,32.753177,-97.3327459
70479,CROSSROADS MARKET,US-60 & SR-657,Gladstone,VA,185,3.439,37.5468094,-78.8494619
70482,BIG D OIL #19,SR-259 & SR-387,Midwest,WY,790,3.459,43.411391,-106.280075
70483,BOLLA MARKET,SR-27 & CR-47,Copiague,NY,83,3.439,40.6728425,-73.3947639
70484,ALLSUPS CONVENIENCE STORE #2117,SR-18 & CR-97,Lovington,NM,700,3.104,32.9440685,-103.3487454
70488,ALLSUPS CONVENIENCE STORE #2365,US-380 & SR-214,Plains,TX,700,3.369,33.1892387,-102.827274
70491,MFA OIL PETRO CARD 24,US-36,Hamilton,MO,276,3.24066666,39.7337206,-94.0201598
70493,LOVES TRAVEL STOP #759,US-63/SR-11,Hazen,AR,695,3.22566666,34.8190401,-91.5667561
70494,7-ELEVEN #37570,I-76/US-6,Commerce City,CO,800,3.639,39.8603995,-104.9104287
70495,LOVES TRAVEL STOP #689,US-65 & US-82,Lake Village,AR,695,3.269,33.3294799,-91.2850584
70500,STRIPES 7FLEET #42526,SR-289,Lubbock,TX,700,3.05566666,33.647738,-101.837867
